trackName,artistName,msPlayed,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
All of the Stars,Ed Sheeran,234986,pop,0.54,0.557,11.0,-6.097,1.0,0.0259,0.00886,0.000182,0.307,0.287,75.035,audio_features,3Th56VIq2sEaEmPPETu7p5,spotify:track:3Th56VIq2sEaEmPPETu7p5,https://api.spotify.com/v1/tracks/3Th56VIq2sEaEmPPETu7p5,https://api.spotify.com/v1/audio-analysis/3Th56VIq2sEaEmPPETu7p5,237147.0,4.0
Allah Hafiz,Pritam,242085,filmi,0.683,0.975,7.0,-3.48,1.0,0.068,0.0719,0.000384,0.325,0.745,103.026,audio_features,7CMyoI8zAFAUhMnQ5NzNnu,spotify:track:7CMyoI8zAFAUhMnQ5NzNnu,https://api.spotify.com/v1/tracks/7CMyoI8zAFAUhMnQ5NzNnu,https://api.spotify.com/v1/audio-analysis/7CMyoI8zAFAUhMnQ5NzNnu,270470.0,4.0
Allah Ke Bande,Kailash Kher,246842,,,,,,,,,,,,,,,,,,,
Allah Maaf Kare,Pritam,230164,filmi,0.664,0.792,6.0,-5.294,1.0,0.0283,0.184,0.000417,0.106,0.86,139.961,audio_features,68RveqIjrkOeBbEGL67GgA,spotify:track:68RveqIjrkOeBbEGL67GgA,https://api.spotify.com/v1/tracks/68RveqIjrkOeBbEGL67GgA,https://api.spotify.com/v1/audio-analysis/68RveqIjrkOeBbEGL67GgA,230165.0,4.0
Allah Waariyan,Shafqat Amanat Ali,1472203,classic pakistani pop,0.483,0.781,4.0,-5.926,1.0,0.0445,0.349,0.0,0.126,0.801,83.782,audio_features,6YYVzVapUF3UnZQ0igasl3,spotify:track:6YYVzVapUF3UnZQ0igasl3,https://api.spotify.com/v1/tracks/6YYVzVapUF3UnZQ0igasl3,https://api.spotify.com/v1/audio-analysis/6YYVzVapUF3UnZQ0igasl3,314522.0,4.0
Allegro,Wolfgang Amadeus Mozart,9854,classical,0.428,0.237,7.0,-13.764,0.0,0.0351,0.987,0.896,0.0849,0.357,79.904,audio_features,64ta7ZvTJeThz7Ns4LmAHS,spotify:track:64ta7ZvTJeThz7Ns4LmAHS,https://api.spotify.com/v1/tracks/64ta7ZvTJeThz7Ns4LmAHS,https://api.spotify.com/v1/audio-analysis/64ta7ZvTJeThz7Ns4LmAHS,460027.0,4.0
Allure,DaniSogen,156000,japanese chillhop,0.635,0.238,11.0,-20.089,0.0,0.0317,0.91,0.914,0.0857,0.136,120.005,audio_features,6epWOvYxmfcqxhuRAlMooB,spotify:track:6epWOvYxmfcqxhuRAlMooB,https://api.spotify.com/v1/tracks/6epWOvYxmfcqxhuRAlMooB,https://api.spotify.com/v1/audio-analysis/6epWOvYxmfcqxhuRAlMooB,156000.0,4.0
"Almost nothing - ""Death Stranding"" Ending Song",Silent Poets,600279,japanese dub,0.453,0.434,4.0,-11.32,0.0,0.0291,0.249,0.478,0.0894,0.0768,108.016,audio_features,4fFkeWRy0xKYwPzm4HDdnu,spotify:track:4fFkeWRy0xKYwPzm4HDdnu,https://api.spotify.com/v1/tracks/4fFkeWRy0xKYwPzm4HDdnu,https://api.spotify.com/v1/audio-analysis/4fFkeWRy0xKYwPzm4HDdnu,296520.0,4.0
Alone,Biting Elbows,3351,,0.648,0.707,7.0,-7.248,1.0,0.0268,0.0277,2.79e-05,0.099,0.282,127.971,audio_features,2PnZshFzhKj08VNZcbqpGf,spotify:track:2PnZshFzhKj08VNZcbqpGf,https://api.spotify.com/v1/tracks/2PnZshFzhKj08VNZcbqpGf,https://api.spotify.com/v1/audio-analysis/2PnZshFzhKj08VNZcbqpGf,180930.0,4.0
Alone,Lund,1580900,cloud rap,0.741,0.354,2.0,-15.505,1.0,0.0812,0.656,0.702,0.384,0.037,120.018,audio_features,3BIc6CjDJxm6P1qCls2nKa,spotify:track:3BIc6CjDJxm6P1qCls2nKa,https://api.spotify.com/v1/tracks/3BIc6CjDJxm6P1qCls2nKa,https://api.spotify.com/v1/audio-analysis/3BIc6CjDJxm6P1qCls2nKa,254000.0,4.0
Alone,Nico Collins,14068429,,0.525,0.785,2.0,-2.407,0.0,0.0455,0.0356,0.0,0.103,0.47,170.116,audio_features,0Lu9pdU9sOqI2jFwxfztCb,spotify:track:0Lu9pdU9sOqI2jFwxfztCb,https://api.spotify.com/v1/tracks/0Lu9pdU9sOqI2jFwxfztCb,https://api.spotify.com/v1/audio-analysis/0Lu9pdU9sOqI2jFwxfztCb,234001.0,4.0
Alone (End Credits),Mikko Tarmia,138842,video game music,0.257,0.113,5.0,-18.99,0.0,0.0386,0.936,0.93,0.102,0.0417,134.506,audio_features,6ystEVEaGFiGAm5KG01v8U,spotify:track:6ystEVEaGFiGAm5KG01v8U,https://api.spotify.com/v1/tracks/6ystEVEaGFiGAm5KG01v8U,https://api.spotify.com/v1/audio-analysis/6ystEVEaGFiGAm5KG01v8U,138842.0,3.0
Alone (Naruto),Kato,57348,anime lo-fi,0.523,0.617,9.0,-7.76,0.0,0.0265,0.0856,0.857,0.139,0.0868,79.964,audio_features,7kkT0Z4U36CLd8uhnQ9SMs,spotify:track:7kkT0Z4U36CLd8uhnQ9SMs,https://api.spotify.com/v1/tracks/7kkT0Z4U36CLd8uhnQ9SMs,https://api.spotify.com/v1/audio-analysis/7kkT0Z4U36CLd8uhnQ9SMs,101820.0,4.0
Alone - Acoustic,Nico Collins,236372,,0.58,0.405,5.0,-6.859,1.0,0.0994,0.5,0.0,0.103,0.642,169.661,audio_features,2rTQvFeFEweuesY1iioB0T,spotify:track:2rTQvFeFEweuesY1iioB0T,https://api.spotify.com/v1/tracks/2rTQvFeFEweuesY1iioB0T,https://api.spotify.com/v1/audio-analysis/2rTQvFeFEweuesY1iioB0T,236451.0,4.0
Alone Piano,Kato,61825,anime lo-fi,0.691,0.00816,9.0,-25.501,0.0,0.093,0.992,0.967,0.149,0.424,67.549,audio_features,6x4EFTRAPdQsXyRtzo22y5,spotify:track:6x4EFTRAPdQsXyRtzo22y5,https://api.spotify.com/v1/tracks/6x4EFTRAPdQsXyRtzo22y5,https://api.spotify.com/v1/audio-analysis/6x4EFTRAPdQsXyRtzo22y5,61857.0,4.0
Alone With You (feat. AlunaGeorge),Kito,885272,electra,0.722,0.514,0.0,-9.249,0.0,0.272,0.476,0.0114,0.105,0.568,103.992,audio_features,2lxW1CHmEhVZc9d94IdxwJ,spotify:track:2lxW1CHmEhVZc9d94IdxwJ,https://api.spotify.com/v1/tracks/2lxW1CHmEhVZc9d94IdxwJ,https://api.spotify.com/v1/audio-analysis/2lxW1CHmEhVZc9d94IdxwJ,178042.0,4.0
Alone in My Car,NIKI DEMAR,89717,social media pop,0.625,0.574,0.0,-7.343,1.0,0.0356,0.185,0.00405,0.159,0.305,92.089,audio_features,6zDdR5SUiRPmAhQIxnsbQU,spotify:track:6zDdR5SUiRPmAhQIxnsbQU,https://api.spotify.com/v1/tracks/6zDdR5SUiRPmAhQIxnsbQU,https://api.spotify.com/v1/audio-analysis/6zDdR5SUiRPmAhQIxnsbQU,193173.0,4.0
Alone with You,Canyon City,186585,acoustic pop,0.549,0.274,1.0,-12.565,1.0,0.0379,0.798,6.63e-06,0.103,0.207,86.664,audio_features,3e5yu9MkIvQx17mm7LF6KY,spotify:track:3e5yu9MkIvQx17mm7LF6KY,https://api.spotify.com/v1/tracks/3e5yu9MkIvQx17mm7LF6KY,https://api.spotify.com/v1/audio-analysis/3e5yu9MkIvQx17mm7LF6KY,186584.0,4.0
"Alone, Pt. II",Alan Walker,1714685,electro house,0.673,0.659,3.0,-4.493,0.0,0.0439,0.539,0.0,0.129,0.628,88.011,audio_features,28VbwtsYnj85UEODGpQRem,spotify:track:28VbwtsYnj85UEODGpQRem,https://api.spotify.com/v1/tracks/28VbwtsYnj85UEODGpQRem,https://api.spotify.com/v1/audio-analysis/28VbwtsYnj85UEODGpQRem,179053.0,4.0
Aloo Chaat (Title Track),RDB,99492,bhangra,0.792,0.959,9.0,-2.579,0.0,0.0913,0.338,0.0,0.275,0.874,115.015,audio_features,2VKmGMytOeT0F3P5gwNWyi,spotify:track:2VKmGMytOeT0F3P5gwNWyi,https://api.spotify.com/v1/tracks/2VKmGMytOeT0F3P5gwNWyi,https://api.spotify.com/v1/audio-analysis/2VKmGMytOeT0F3P5gwNWyi,309747.0,4.0
"Also sprach Zarathustra, Op. 30",Richard Strauss,275726,classical,0.115,0.301,0.0,-13.321,1.0,0.0449,0.637,0.935,0.154,0.0409,77.276,audio_features,43YwOmGUOS3zzGvj1Feszb,spotify:track:43YwOmGUOS3zzGvj1Feszb,https://api.spotify.com/v1/tracks/43YwOmGUOS3zzGvj1Feszb,https://api.spotify.com/v1/audio-analysis/43YwOmGUOS3zzGvj1Feszb,109667.0,4.0
Alvida,Pritam,2747,filmi,0.287,0.654,2.0,-5.57,1.0,0.0374,0.593,7.3e-06,0.11,0.241,84.015,audio_features,7EjatvVN2Y2GjpvKSyWJR4,spotify:track:7EjatvVN2Y2GjpvKSyWJR4,https://api.spotify.com/v1/tracks/7EjatvVN2Y2GjpvKSyWJR4,https://api.spotify.com/v1/audio-analysis/7EjatvVN2Y2GjpvKSyWJR4,338587.0,4.0
"Alvida - From ""Alvida""",Shafqat Amanat Ali,56827,classic pakistani pop,0.32,0.437,0.0,-13.057,0.0,0.0411,0.447,0.0,0.279,0.35,81.563,audio_features,36JAat3btntBNfrXuPEuQD,spotify:track:36JAat3btntBNfrXuPEuQD,https://api.spotify.com/v1/tracks/36JAat3btntBNfrXuPEuQD,https://api.spotify.com/v1/audio-analysis/36JAat3btntBNfrXuPEuQD,136759.0,4.0
Always Be There,Jonas Blue,396814,pop,0.702,0.759,0.0,-3.292,1.0,0.0381,0.16,0.0,0.062,0.761,123.999,audio_features,1PKqiewc0OyZVYxFz5ugbH,spotify:track:1PKqiewc0OyZVYxFz5ugbH,https://api.spotify.com/v1/tracks/1PKqiewc0OyZVYxFz5ugbH,https://api.spotify.com/v1/audio-analysis/1PKqiewc0OyZVYxFz5ugbH,198408.0,4.0
Always Looking for You,Jason Mraz,465882,acoustic pop,0.551,0.596,11.0,-8.116,1.0,0.0544,0.128,0.0,0.0679,0.636,169.786,audio_features,4lPvAuYbmxixv12m4TXVSk,spotify:track:4lPvAuYbmxixv12m4TXVSk,https://api.spotify.com/v1/tracks/4lPvAuYbmxixv12m4TXVSk,https://api.spotify.com/v1/audio-analysis/4lPvAuYbmxixv12m4TXVSk,232941.0,4.0
Am I The Only One (with Astrid S & HRVY),R3HAB,2110609,dutch house,0.722,0.592,9.0,-7.746,1.0,0.0564,0.401,1.31e-06,0.0927,0.438,139.903,audio_features,2RmsU8ooQ6dUmtPmAOzKOB,spotify:track:2RmsU8ooQ6dUmtPmAOzKOB,https://api.spotify.com/v1/tracks/2RmsU8ooQ6dUmtPmAOzKOB,https://api.spotify.com/v1/audio-analysis/2RmsU8ooQ6dUmtPmAOzKOB,152143.0,4.0
Am I Wrong,Nico & Vinz,245866,afrobeats,0.729,0.675,8.0,-6.003,1.0,0.0312,0.175,1.58e-06,0.55,0.779,119.968,audio_features,1fidCEsYlaVE3pHwKCvpFZ,spotify:track:1fidCEsYlaVE3pHwKCvpFZ,https://api.spotify.com/v1/tracks/1fidCEsYlaVE3pHwKCvpFZ,https://api.spotify.com/v1/audio-analysis/1fidCEsYlaVE3pHwKCvpFZ,245867.0,4.0
Ambarsariya,Sona Mohapatra,45832,filmi,0.649,0.458,4.0,-7.632,0.0,0.0446,0.574,0.0,0.113,0.748,180.071,audio_features,4qRcjFkFqSpLBzcbLDt7HL,spotify:track:4qRcjFkFqSpLBzcbLDt7HL,https://api.spotify.com/v1/tracks/4qRcjFkFqSpLBzcbLDt7HL,https://api.spotify.com/v1/audio-analysis/4qRcjFkFqSpLBzcbLDt7HL,248182.0,4.0
Ameno,ERA,341765,gregorian dance,0.605,0.532,1.0,-10.872,0.0,0.0337,0.0919,0.000576,0.0762,0.139,102.804,audio_features,7mfvOqsvzZaUl7sfbcNk4E,spotify:track:7mfvOqsvzZaUl7sfbcNk4E,https://api.spotify.com/v1/tracks/7mfvOqsvzZaUl7sfbcNk4E,https://api.spotify.com/v1/audio-analysis/7mfvOqsvzZaUl7sfbcNk4E,235227.0,4.0
Ameno - Remix,ERA,1179629,gregorian dance,0.69,0.812,1.0,-7.452,0.0,0.0327,0.165,4.15e-05,0.0905,0.251,102.824,audio_features,4ynh6SYokrNc1E6fHKSTht,spotify:track:4ynh6SYokrNc1E6fHKSTht,https://api.spotify.com/v1/tracks/4ynh6SYokrNc1E6fHKSTht,https://api.spotify.com/v1/audio-analysis/4ynh6SYokrNc1E6fHKSTht,227133.0,4.0
American Cars,Annie,226869,electropop,0.567,0.588,7.0,-8.117,0.0,0.0315,0.149,0.00298,0.126,0.634,79.381,audio_features,7t1C2Z5kYtmhZGMs5mIFz2,spotify:track:7t1C2Z5kYtmhZGMs5mIFz2,https://api.spotify.com/v1/tracks/7t1C2Z5kYtmhZGMs5mIFz2,https://api.spotify.com/v1/audio-analysis/7t1C2Z5kYtmhZGMs5mIFz2,226869.0,4.0
American Honey,Current Joys,252910,lo-fi indie,0.433,0.501,3.0,-8.89,1.0,0.0346,0.503,0.0177,0.0945,0.252,204.06,audio_features,4HOsVv1uK6DS0gYKBCWMGv,spotify:track:4HOsVv1uK6DS0gYKBCWMGv,https://api.spotify.com/v1/tracks/4HOsVv1uK6DS0gYKBCWMGv,https://api.spotify.com/v1/audio-analysis/4HOsVv1uK6DS0gYKBCWMGv,253011.0,4.0
American Idiot,Green Day,317350,modern rock,0.38,0.988,1.0,-2.042,1.0,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,audio_features,6nTiIhLmQ3FWhvrGafw2zj,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,https://api.spotify.com/v1/tracks/6nTiIhLmQ3FWhvrGafw2zj,https://api.spotify.com/v1/audio-analysis/6nTiIhLmQ3FWhvrGafw2zj,176346.0,4.0
American Psycho (with Mae Muller feat. Trippie Redd),Marshmello,3615,brostep,0.617,0.514,9.0,-7.099,1.0,0.0722,0.0154,0.0,0.118,0.365,81.067,audio_features,32il27dOrLpIru8Evp4Pu7,spotify:track:32il27dOrLpIru8Evp4Pu7,https://api.spotify.com/v1/tracks/32il27dOrLpIru8Evp4Pu7,https://api.spotify.com/v1/audio-analysis/32il27dOrLpIru8Evp4Pu7,153196.0,4.0
Amnesia,Grace Carter,1731920,uk contemporary r&b,0.616,0.699,0.0,-5.398,1.0,0.044,0.0849,0.000689,0.077,0.533,99.956,audio_features,2ujZhRfx9hPlqaSWyYtPyF,spotify:track:2ujZhRfx9hPlqaSWyYtPyF,https://api.spotify.com/v1/tracks/2ujZhRfx9hPlqaSWyYtPyF,https://api.spotify.com/v1/audio-analysis/2ujZhRfx9hPlqaSWyYtPyF,192227.0,4.0
Amplifier,Imran Khan,1198663,desi hip hop,0.727,0.714,2.0,-4.494,1.0,0.0872,0.0209,0.0,0.153,0.618,164.003,audio_features,0l1i3nJ4aDMk0inxnvzYTz,spotify:track:0l1i3nJ4aDMk0inxnvzYTz,https://api.spotify.com/v1/tracks/0l1i3nJ4aDMk0inxnvzYTz,https://api.spotify.com/v1/audio-analysis/0l1i3nJ4aDMk0inxnvzYTz,232907.0,4.0
Andira,Myríad,144000,lo-fi jazzhop,0.559,0.354,5.0,-15.523,0.0,0.108,0.895,0.864,0.113,0.371,79.933,audio_features,7lPd7B5SFhLVuXXutjGssF,spotify:track:7lPd7B5SFhLVuXXutjGssF,https://api.spotify.com/v1/tracks/7lPd7B5SFhLVuXXutjGssF,https://api.spotify.com/v1/audio-analysis/7lPd7B5SFhLVuXXutjGssF,144000.0,4.0
Angel 2 Me,McKay,418313,korean r&b,0.636,0.522,3.0,-5.687,1.0,0.127,0.655,0.0,0.124,0.654,83.048,audio_features,1ThCQHxG7leBTDgPW2xQLZ,spotify:track:1ThCQHxG7leBTDgPW2xQLZ,https://api.spotify.com/v1/tracks/1ThCQHxG7leBTDgPW2xQLZ,https://api.spotify.com/v1/audio-analysis/1ThCQHxG7leBTDgPW2xQLZ,210163.0,4.0
Angel Baby,Troye Sivan,1801289,australian pop,0.559,0.559,11.0,-6.425,1.0,0.0358,0.0145,0.0,0.138,0.338,72.498,audio_features,2m6Ko3CY1qXNNja8AlugNc,spotify:track:2m6Ko3CY1qXNNja8AlugNc,https://api.spotify.com/v1/tracks/2m6Ko3CY1qXNNja8AlugNc,https://api.spotify.com/v1/audio-analysis/2m6Ko3CY1qXNNja8AlugNc,220780.0,4.0
Angela,Flower Face,568286,ambient folk,0.49,0.126,1.0,-13.868,1.0,0.0327,0.926,3.36e-06,0.0992,0.102,99.892,audio_features,0wzThSEGQOnrGtFnyxGSMZ,spotify:track:0wzThSEGQOnrGtFnyxGSMZ,https://api.spotify.com/v1/tracks/0wzThSEGQOnrGtFnyxGSMZ,https://api.spotify.com/v1/audio-analysis/0wzThSEGQOnrGtFnyxGSMZ,284143.0,3.0
Angeleyes,ABBA,260893,europop,0.719,0.922,11.0,-6.091,1.0,0.0338,0.523,0.000163,0.0867,0.964,133.113,audio_features,7rWgGyRK7RAqAAXy4bLft9,spotify:track:7rWgGyRK7RAqAAXy4bLft9,https://api.spotify.com/v1/tracks/7rWgGyRK7RAqAAXy4bLft9,https://api.spotify.com/v1/audio-analysis/7rWgGyRK7RAqAAXy4bLft9,260893.0,4.0
Angles,Jonas Blue,17087,pop,0.708,0.872,0.0,-5.377,0.0,0.0463,0.0148,0.802,0.0881,0.743,124.996,audio_features,1YIhmgvi4tTDD1VAiWQsIP,spotify:track:1YIhmgvi4tTDD1VAiWQsIP,https://api.spotify.com/v1/tracks/1YIhmgvi4tTDD1VAiWQsIP,https://api.spotify.com/v1/audio-analysis/1YIhmgvi4tTDD1VAiWQsIP,165120.0,3.0
Animal,Noah Kahan,2224823,pov: indie,0.709,0.48,11.0,-8.353,1.0,0.305,0.163,0.0,0.16,0.365,175.916,audio_features,00vhtWzNIISd9I04Cl3K7N,spotify:track:00vhtWzNIISd9I04Cl3K7N,https://api.spotify.com/v1/tracks/00vhtWzNIISd9I04Cl3K7N,https://api.spotify.com/v1/audio-analysis/00vhtWzNIISd9I04Cl3K7N,219555.0,4.0
Animals,Martin Garrix,726794,dutch edm,0.593,0.914,1.0,-5.351,1.0,0.0363,0.00137,0.445,0.0714,0.0381,128.015,audio_features,65G7XDGcybJiGywSCXJiL5,spotify:track:65G7XDGcybJiGywSCXJiL5,https://api.spotify.com/v1/tracks/65G7XDGcybJiGywSCXJiL5,https://api.spotify.com/v1/audio-analysis/65G7XDGcybJiGywSCXJiL5,176120.0,4.0
Animals,Nickelback,207883,alternative metal,0.572,0.961,7.0,-3.089,1.0,0.0625,0.000734,0.021,0.207,0.818,76.998,audio_features,3rjM7GhxdVq1YySsHBs21i,spotify:track:3rjM7GhxdVq1YySsHBs21i,https://api.spotify.com/v1/tracks/3rjM7GhxdVq1YySsHBs21i,https://api.spotify.com/v1/audio-analysis/3rjM7GhxdVq1YySsHBs21i,186600.0,4.0
Anisuthide,Sonu Nigam,4204,filmi,0.744,0.708,0.0,-6.073,0.0,0.0312,0.458,0.000486,0.207,0.486,120.017,audio_features,4yFxuEx4YwpGpFQ7EaXT4o,spotify:track:4yFxuEx4YwpGpFQ7EaXT4o,https://api.spotify.com/v1/tracks/4yFxuEx4YwpGpFQ7EaXT4o,https://api.spotify.com/v1/audio-analysis/4yFxuEx4YwpGpFQ7EaXT4o,276428.0,4.0
Anjaana Anjaani,Vishal Dadlani,85784,filmi,0.526,0.639,0.0,-6.614,1.0,0.0322,0.49,1.46e-05,0.099,0.214,77.053,audio_features,1jQyxlt48R1Jdn37Rgn04d,spotify:track:1jQyxlt48R1Jdn37Rgn04d,https://api.spotify.com/v1/tracks/1jQyxlt48R1Jdn37Rgn04d,https://api.spotify.com/v1/audio-analysis/1jQyxlt48R1Jdn37Rgn04d,354079.0,4.0
Anjaana Anjaani Ki Kahani,Nikhil D'Souza,284965,indian indie,0.682,0.97,2.0,-5.332,1.0,0.0459,0.00591,0.171,0.0448,0.959,137.954,audio_features,3pNxVP6r45iUho1uxEYdj9,spotify:track:3pNxVP6r45iUho1uxEYdj9,https://api.spotify.com/v1/tracks/3pNxVP6r45iUho1uxEYdj9,https://api.spotify.com/v1/audio-analysis/3pNxVP6r45iUho1uxEYdj9,285051.0,4.0
Annabelle's Homework,Alec Benjamin,3225244,alt z,0.676,0.634,8.0,-5.377,1.0,0.0385,0.701,1.63e-06,0.223,0.33,86.004,audio_features,0DYRjWiFJHvLjxRrywtltC,spotify:track:0DYRjWiFJHvLjxRrywtltC,https://api.spotify.com/v1/tracks/0DYRjWiFJHvLjxRrywtltC,https://api.spotify.com/v1/audio-analysis/0DYRjWiFJHvLjxRrywtltC,192501.0,4.0
Another Life (feat. FLETCHER & Josh Golden),Surf Mesa,2287845,pop edm,0.648,0.724,0.0,-5.189,1.0,0.0263,0.0198,0.0,0.15,0.382,125.014,audio_features,3ng7epefERNazaZkkbwLdq,spotify:track:3ng7epefERNazaZkkbwLdq,https://api.spotify.com/v1/tracks/3ng7epefERNazaZkkbwLdq,https://api.spotify.com/v1/audio-analysis/3ng7epefERNazaZkkbwLdq,162954.0,4.0
Another Love,Tom Odell,2957271,chill pop,0.445,0.537,4.0,-8.532,0.0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,audio_features,3JvKfv6T31zO0ini8iNItO,spotify:track:3JvKfv6T31zO0ini8iNItO,https://api.spotify.com/v1/tracks/3JvKfv6T31zO0ini8iNItO,https://api.spotify.com/v1/audio-analysis/3JvKfv6T31zO0ini8iNItO,244360.0,4.0
Another One Bites The Dust - Remastered 2011,Queen,4436,classic rock,0.933,0.528,5.0,-6.472,0.0,0.162,0.112,0.329,0.163,0.756,109.975,audio_features,57JVGBtBLCfHw2muk5416J,spotify:track:57JVGBtBLCfHw2muk5416J,https://api.spotify.com/v1/tracks/57JVGBtBLCfHw2muk5416J,https://api.spotify.com/v1/audio-analysis/57JVGBtBLCfHw2muk5416J,214653.0,4.0
Anvil,Lorn,209332,glitch hop,0.384,0.455,6.0,-10.773,0.0,0.0348,0.414,0.838,0.0933,0.0359,100.018,audio_features,4eKN8RPS06OHyk8dTdempU,spotify:track:4eKN8RPS06OHyk8dTdempU,https://api.spotify.com/v1/tracks/4eKN8RPS06OHyk8dTdempU,https://api.spotify.com/v1/audio-analysis/4eKN8RPS06OHyk8dTdempU,209333.0,4.0
Anyone,Justin Bieber,619034,canadian pop,0.686,0.538,2.0,-8.026,1.0,0.0345,0.181,3.13e-06,0.113,0.584,115.884,audio_features,513uSXDTLPcXZkLoJr0TOO,spotify:track:513uSXDTLPcXZkLoJr0TOO,https://api.spotify.com/v1/tracks/513uSXDTLPcXZkLoJr0TOO,https://api.spotify.com/v1/audio-analysis/513uSXDTLPcXZkLoJr0TOO,190779.0,4.0
Anything You Need,Low Roar,6469206,icelandic indie,0.221,0.34,9.0,-10.935,0.0,0.0314,0.806,0.989,0.104,0.0397,85.665,audio_features,2ZaibgMfl2NS3ntzYqnLhm,spotify:track:2ZaibgMfl2NS3ntzYqnLhm,https://api.spotify.com/v1/tracks/2ZaibgMfl2NS3ntzYqnLhm,https://api.spotify.com/v1/audio-analysis/2ZaibgMfl2NS3ntzYqnLhm,195653.0,4.0
Anywhere,Passenger,216059,folk-pop,0.597,0.624,7.0,-6.931,1.0,0.0283,0.0947,8.62e-05,0.0946,0.84,104.541,audio_features,1qlazPhrxw3xGG1MZHQ1p6,spotify:track:1qlazPhrxw3xGG1MZHQ1p6,https://api.spotify.com/v1/tracks/1qlazPhrxw3xGG1MZHQ1p6,https://api.spotify.com/v1/audio-analysis/1qlazPhrxw3xGG1MZHQ1p6,216207.0,4.0
Anywhere,Rita Ora,3462867,dance pop,0.628,0.797,11.0,-3.953,0.0,0.0596,0.0364,0.0,0.104,0.321,106.93,audio_features,7EI6Iki24tBHAMxtb4xQN2,spotify:track:7EI6Iki24tBHAMxtb4xQN2,https://api.spotify.com/v1/tracks/7EI6Iki24tBHAMxtb4xQN2,https://api.spotify.com/v1/audio-analysis/7EI6Iki24tBHAMxtb4xQN2,215064.0,4.0
Ao No Waltz,Eve,32633636,anime,0.417,0.52,3.0,-4.872,1.0,0.0324,0.19,0.0,0.0783,0.346,123.934,audio_features,1AfFUID69eG8hOkkc3asNM,spotify:track:1AfFUID69eG8hOkkc3asNM,https://api.spotify.com/v1/tracks/1AfFUID69eG8hOkkc3asNM,https://api.spotify.com/v1/audio-analysis/1AfFUID69eG8hOkkc3asNM,277337.0,3.0
Apocalypse,Cigarettes After Sex,763650,ambient pop,0.369,0.467,5.0,-9.018,1.0,0.0274,0.0194,0.46,0.109,0.174,94.473,audio_features,3AVrVz5rK8Hrqo9YGiVGN5,spotify:track:3AVrVz5rK8Hrqo9YGiVGN5,https://api.spotify.com/v1/tracks/3AVrVz5rK8Hrqo9YGiVGN5,https://api.spotify.com/v1/audio-analysis/3AVrVz5rK8Hrqo9YGiVGN5,290147.0,4.0
Apollo - Radio Edit,Astronaut,185577,complextro,0.66,0.648,5.0,-4.316,0.0,0.0481,0.00498,1.11e-06,0.322,0.271,128.08,audio_features,4r8p26F2OURIbRgSjHOJqA,spotify:track:4r8p26F2OURIbRgSjHOJqA,https://api.spotify.com/v1/tracks/4r8p26F2OURIbRgSjHOJqA,https://api.spotify.com/v1/audio-analysis/4r8p26F2OURIbRgSjHOJqA,185625.0,4.0
Apologize,OneRepublic,1349651,piano rock,0.593,0.74,8.0,-6.12,1.0,0.0339,0.363,2.22e-05,0.102,0.502,118.008,audio_features,1NrJYpdAi7uosDRPmSYrsG,spotify:track:1NrJYpdAi7uosDRPmSYrsG,https://api.spotify.com/v1/tracks/1NrJYpdAi7uosDRPmSYrsG,https://api.spotify.com/v1/audio-analysis/1NrJYpdAi7uosDRPmSYrsG,208107.0,4.0
Apple Pie,Lizzy McAlpine,3555818,alt z,0.518,0.208,10.0,-12.273,1.0,0.0363,0.855,5.15e-06,0.12,0.42,179.836,audio_features,0zLnAV1lYEhVnKk3ITmCym,spotify:track:0zLnAV1lYEhVnKk3ITmCym,https://api.spotify.com/v1/tracks/0zLnAV1lYEhVnKk3ITmCym,https://api.spotify.com/v1/audio-analysis/0zLnAV1lYEhVnKk3ITmCym,259167.0,4.0
Aquela Paz,DJ Lagoa,416000,lo-fi brasileiro,0.323,0.0742,10.0,-24.299,1.0,0.0328,0.981,0.944,0.0735,0.0398,60.035,audio_features,7I4ty3om2Ep1WlcGftwShl,spotify:track:7I4ty3om2Ep1WlcGftwShl,https://api.spotify.com/v1/tracks/7I4ty3om2Ep1WlcGftwShl,https://api.spotify.com/v1/audio-analysis/7I4ty3om2Ep1WlcGftwShl,208000.0,4.0
Arabian Nights (2019),Will Smith,53829,hip hop,0.445,0.532,8.0,-8.018,1.0,0.0405,0.254,0.0,0.109,0.465,128.776,audio_features,6ZxPYutGhjLTrcmvcshCa4,spotify:track:6ZxPYutGhjLTrcmvcshCa4,https://api.spotify.com/v1/tracks/6ZxPYutGhjLTrcmvcshCa4,https://api.spotify.com/v1/audio-analysis/6ZxPYutGhjLTrcmvcshCa4,193096.0,4.0
"Arabic Kuthu - Halamithi Habibo (From ""Beast"")",Anirudh Ravichander,114719,,,,,,,,,,,,,,,,,,,
